Name5,FoodStoreCat5,LatinName5,HardinessUSDA,EdibilityRating5,MedicinalRating5,OtherUsesRating5
Tartarian Aster,Other,Aster tataricus,6-9,1,3,
Sea Aster,Other,Aster tripolium,4-8,2,1,
Pumila Spirea.Chinese Astilbe,Other,Astilbe chinensis,6-9,1,0,3
Astilbe,Other,Astilbe thunbergii,5-8,1,0,3
Ground Plum. Groundplum milkvetch,Other,Astragalus crassicarpus,5-8,4,1,3
Milk Vetch. Licorice milkvetch,Other,Astragalus glycyphyllos,3-7,1,0,4
Huang Qi,Other,Astragalus membranaceus,3-10,0,5,3
Mongolian Astragalus,Other,Astragalus mongholicus,4-8,0,3,2
Great Masterwort,Other,Astrantia major,3-7,0,1,
Bull Mitchell grass,Other,Astrebla squarrosa,6-9,4,0,1
Candy Carrot,Other,Athamantha cretensis,4-8,1,0,
Candy Carrot,Other,Athamantha turbith,4-9,2,0,
Lady Fern. Common ladyfern. Subarctic ladyfern. Asplenium ladyfern. Southern Lady Fern. Tatting Fer,Other,Athyrium filix-femina,4-8,1,2,2
Painted Fern. Japanese Silver Painted Fern,Other,Athyrium niponicum,6-9,1,0,
Bai Zhu,Other,Atractylodes macrocephala,3-7,0,3,
Grey Sage Brush. Fourwing saltbush,Other,Atriplex canescens,3-7,4,1,3
Shadscale. Shadscale saltbush,Other,Atriplex confertifolia,5-8,4,1,0
Orach. Garden orache,Other,Atriplex hortensis,3-7,4,2,
Nuttall's Saltbush,Nuts,Atriplex nuttallii,3-9,4,0,0
Deadly Nightshade. Belladonna,Other,Atropa bella-donna,4-10,0,3,
Aubretia. Lilacbush. False Rockcress,Other,Aubrieta deltoidea,6-9,0,0,
Golden Alyssum. Basket of gold,Other,Aurinia saxatilis,4-8,0,0,
Slender Oat,Other,Avena barbata,3-7,2,0,2
Bush Groundsel. Eastern baccharis. High Tide Bush. Sea Myrtle. Salt Bush,Other,Baccharis halimifolia,3-9,0,1,
Deltoid Balsamroot,Other,Balsamorhiza deltoidea,6-9,4,1,
Balsam Root. Hooker's balsamroot. Hairy balsamroot. Idaho balsamroot. Rabbithead balsamroot. Negle,Other,Balsamorhiza hookeri,5-9,4,1,
Hoary Balsamroot,Other,Balsamorhiza incana,5-9,3,1,
Oregon Sunflower. Arrowleaf balsamroot,Other,Balsamorhiza sagittata,3-7,4,2,2
Wild Indigo. Blue wild indigo. Blue False Indigo,Other,Baptisia australis,5-9,0,2,2
Plains Wild Indigo. Longbract wild indigo. False Indigo. Cream Wild Indigo,Other,Baptisia bracteata,4-10,0,2,
Wild Indigo,Other,Baptisia lactea,6-9,0,1,
White False Indigo. False Indigo,Other,Baptisia pendula,6-9,0,0,
Wild Indigo. Horseflyweed,Other,Baptisia tinctoria,6-10,1,3,2
Land Cress. Early yellowrocket,Other,Barbarea verna,6-9,3,0,
Yellow Rocket. Garden yellowrocket,Other,Barbarea vulgaris,6-9,3,1,0
Summer Cypress. Burningbush,Other,Bassia scoparia,3-9,2,2,1
Hardy Begonia,Other,Begonia grandis evansiana,6-10,0,2,
Leopard Lily. Blackberry lily. Leopard Flower,Fruit,Belamcanda chinensis,4-8,1,3,
Daisy. Lawndaisy. English Daisy,Other,Bellis perennis,6-9,2,3,1
Salmon Barberry,Fruit,Berberis aggregata,5-9,3,2,1
Chitra. Indian Barberry or Tree Turmeric,Fruit,Berberis aristata,5-9,4,3,3
Magellan Barberry,Fruit,Berberis buxifolia,5-9,4,2,3
Allegheny Barberry. American barberry,Fruit,Berberis canadensis,3-7,3,2,1
Colorado Barberry,Fruit,Berberis fendleri,3-8,2,2,
Barberry,Fruit,Berberis georgii,4-8,3,2,1
Korean Barberry. Barberry,Fruit,Berberis koreana,5-9,1,2,
Japanese Barberry,Fruit,Berberis thunbergii,5-9,2,2,2
European Barberry. Common barberry,Fruit,Berberis vulgaris,5-9,3,3,4
Wilson barberry,Fruit,Berberis wilsoniae,4-8,3,2,1
Siberian-tea. Pigsqueak. Heartleaf Bergenia,Other,Bergenia cordifolia,4-8,0,0,
Siberian Tea,Other,Bergenia crassifolia,3-9,2,0,
Cutleaf Waterparsnip,Vegetables,Berula erecta,5-9,1,1,
Sugar Beet,Vegetables,Beta vulgaris altissima,3-8,4,2,
Spinach Beet,Vegetables,Beta vulgaris cicla,3-9,4,2,
Beetroot,Vegetables,Beta vulgaris craca,5-8,4,2,
Swiss Chard,Vegetables,Beta vulgaris flavescens,6-9,4,2,2
Sea Beet,Vegetables,Beta vulgaris maritima,2-9,2,2,
Yellow Birch. Swamp Birch,Other,Betula alleghaniensis,5-9,3,2,4
Gold Birch,Other,Betula ermanii,4-8,0,1,3
Cherry Birch. Sweet birch. Black Birch. Cherry Birch,Other,Betula lenta,4-8,3,3,4
River Birch. Black Birch. Red Birch. Water Birch. River Birch,Other,Betula nigra,6-9,3,2,
Silver Birch. European white birch. Common Birch. Warty Birch. European White Birch,Other,Betula pendula,5-9,3,3,5
White Birch. Asian white birch.,Other,Betula platyphylla,5-9,2,2,2
Grey Birch,Other,Betula populifolia,5-9,2,1,3
White Birch. Downy birch,Other,Betula pubescens,4-8,3,3,5
Schmidt's Birch,Other,Betula schmidtii,5-9,0,0,3
Indian Paper Birch. Whitebarked Himilayan Birch. Jacquemontii Birch,Other,Betula utilis,4-8,0,2,3
Burr Marigold. Threelobe beggarticks,Other,Bidens tripartita,3-7,2,2,
Hard Fern. Deer fern,Other,Blechnum spicant,6-9,2,1,
Downy wood mint,Other,Blephilia ciliata,6-9,3,1,2
Hairy wood-mint or hairy pagoda plant,Other,Blephilia hirsuta,4-8,2,0,2
Hyacinth Orchid. Urn orchid. Hyacinth Bletilla. Hardy Orchid. Chinese Ground Orchid,Other,Bletilla striata,3-7,0,3,
Ramie. Chinese Grass. Chinese Silk Plant,Other,Boehmeria nivea,4-9,2,2,5
Borage. Common borage.Cool-tankard. Tailwort,Herbs,Borago officinalis,4-8,3,3,3
Brown Mustard,Herbs,Brassica juncea,3-8,4,2,2
Curled Mustard,Herbs,Brassica juncea crispifolia,6-9,4,2,
Leaf Mustard,Herbs,Brassica juncea foliosa,3-7,4,2,
Curled Mustard,Herbs,Brassica juncea integrifolia crispifolia,5-9,4,2,2
Head Mustard,Herbs,Brassica juncea integrifolia rugosa,5-9,4,2,2
Large Petiole Mustard,Herbs,Brassica juncea integrifolia strumata,4-8,4,2,2
Leaf Mustard,Herbs,Brassica juncea integrifolia subintegrifolia,4-9,4,2,2
Green In The Snow,Other,Brassica juncea multiceps,6-9,4,2,
Root Mustard,Herbs,Brassica juncea napiformis,4-8,4,2,
Head Mustard,Herbs,Brassica juncea rugosa,3-7,4,2,
Large Petiole Mustard,Herbs,Brassica juncea strumata,5-9,4,2,
Green In The Snow,Other,Brassica juncea tsatsai multiceps,5-9,4,2,2
Swollen-Stem Mustard,Herbs,Brassica juncea tsatsai tumida,5-9,4,2,2
Swollen-Stem Mustard,Herbs,Brassica juncea tumida,6-9,4,2,
Colza. Rape,Other,Brassica napus,4-9,3,2,
Coleseed,Other,Brassica napus arvensis,4-12,3,2,
Swede,Other,Brassica napus napobrassica,5-9,4,2,
Rape,Other,Brassica napus napus,5-9,3,2,
Rape Kale,Vegetables,Brassica napus pabularia,3-8,3,2,
Black Mustard,Herbs,Brassica nigra,3-8,3,3,2
Wild Cabbage. Broccoli. Tronchuda cabbage. Brussels sprouts. Kohlrabi. Sprouting broccoli,Vegetables,Brassica oleracea,6-9,4,2,3
Collards,Vegetables,Brassica oleracea acephala,5-9,4,0,0
Cauliflower,Vegetables,Brassica oleracea botrytis,5-9,4,0,3
Kohl Rabi,Vegetables,Brassica oleracea gongylodes,5-9,3,1,
Broccoli,Vegetables,Brassica oleracea italica,6-9,5,0,2
Wild Turnip,Vegetables,Brassica rapa campestris,6-9,2,1,
Pak Choi,Vegetables,Brassica rapa chinensis,5-9,4,1,
Indian Rape,Other,Brassica rapa dichotoma,5-9,2,0,0
Chinese Savoy,Herbs,Brassica rapa narinosa,6-9,3,0,
Mizuna,Herbs,Brassica rapa nipposinica,4-9,4,0,0
False Pak Choi,Vegetables,Brassica rapa parachinensis,4-10,4,0,
Chinese Cabbage,Vegetables,Brassica rapa pekinensis,4-8,4,1,2
Mustard Spinach,Vegetables,Brassica rapa perviridis,4-8,3,0,
Indian Colza,Other,Brassica rapa trilocularis,4-8,2,0,0
Californian Brome,Other,Bromus carinatus,4-8,1,0,1
Smooth Brome. Pumpelly's brome,Other,Bromus inermis,4-8,0,0,2
Hairy Brome,Other,Bromus ramosus,4-8,0,1,
Ripgut Brome,Other,Bromus rigidus,3-9,1,0,
Soft Brome,Other,Bromus thominii,4-9,1,0,
Kozo,Other,Broussonetia kazinoki,4-8,3,1,
Paper Mulberry,Fruit,Broussonetia papyrifera,3-9,4,2,3
White Bryony,Other,Bryonia alba,4-8,1,2,0
Red Bryony. Cretan bryony,Other,Bryonia dioica,5-9,1,2,
Butterfly Bush. Summer Lilac. Butterflybush,Other,Buddleia davidii,5-9,0,0,1
Orange Ball Tree,Other,Buddleia globosa,5-9,0,1,
Field Gromwell. Corn gromwell,Other,Buglossoides arvensis,6-9,1,1,0
Chittamwood,Other,Bumelia lanuginosa,4-10,2,0,
Shittamwood,Other,Bumelia lycioides,4-8,2,0,
Corn Rocket. Crested wartycabbage,Other,Bunias erucago,5-9,3,0,
Turkish Rocket. Turkish wartycabbage,Other,Bunias orientalis,5-9,4,0,
Pig Nut. Earth-nut,Nuts,Bunium bulbocastanum,5-9,4,1,0
Bei Chai Hu,Other,Bupleurum chinense,5-9,2,3,
Thorow-Wax,Other,Bupleurum falcatum,4-8,2,2,
Shrubby Hare's Ear,Other,Bupleurum fruticosum,6-9,0,0,
Hare's Ear,Other,Bupleurum rotundifolium,4-8,1,0,0
Flowering Rush,Other,Butomus umbellatus,5-9,3,0,1
Japanese Box,Other,Buxus harlandii,4-8,0,0,
Littleleaf boxwood . Littleleaf Boxwood,Other,Buxus microphylla,4-8,0,0,
Box. Common box. American Boxwood,Other,Buxus sempervirens,6-9,1,2,
Sea Rocket. American searocket. Harper's searocket,Other,Cakile edentula,4-8,2,0,
Sea Rocket. European searocket,Other,Cakile maritima,5-9,2,0,
Large-Flowered Calamint,Other,Calamintha grandiflora,4-8,2,2,
Lesser Calamint,Other,Calamintha nepeta,3-7,3,2,2
Calamint. Woodland calamint,Other,Calamintha sylvatica,3-7,3,2,
Field Marigold,Other,Calendula arvensis,5-9,2,3,
calendula. Pot Marigold,Other,Calendula officinalis,5-9,3,5,4
Water Arum,Other,Calla palustris,5-9,2,2,
Beautyberry. Japanese callicarpa. Japanese Beautyberry,Fruit,Callicarpa japonica,5-9,1,0,
Finger Poppy Mallow. Winecup,Other,Callirhoe digitata,4-8,2,0,
Poppy Mallow. Purple poppymallow. Winecup. Finger Poppy Mallow,Other,Callirhoe involucrata,5-9,3,2,0
Tall Poppy-Mallow,Other,Callirhoe leiocarpa,5-9,2,0,
Water Starwort. Northern water-starwort,Other,Callitriche hermaphroditica,4-8,0,0,
Heather. Scotch Heather,Other,Calluna vulgaris,5-9,2,2,5
Incense Cedar. California Incense Cedar,Other,Calocedrus decurrens,4-8,1,1,
Mariposa Lily. Golden mariposa lily,Other,Calochortus aureus,3-7,2,0,
Star Tulip. Elegant mariposa lily,Other,Calochortus elegans,5-9,1,0,
Mariposa Lily. Gunnison's mariposa lily,Other,Calochortus gunnisonii,6-9,2,1,
Yellow Mariposa. Yellow mariposa lily,Other,Calochortus luteus,5-9,2,0,
Sagebrush Mariposa Lily. Nez Perce mariposa lily,Other,Calochortus macrocarpus,5-9,2,1,
Sego Lily,Other,Calochortus nuttallii,4-8,2,0,
Mount Diablo Globelily. Mt. diablo fairy-lantern,Other,Calochortus pulchellus,4-8,2,0,
Tolmie Startulip,Other,Calochortus tolmiei,5-9,2,0,
Large-Flowered Star Tulip. Monterey mariposa lily,Other,Calochortus uniflorus,6-9,1,0,
Butterfly Mariposa Lily,Other,Calochortus venustus,3-9,2,0,
Western Marsh Marigold. Howell's marsh marigold. Sulphur marsh marigold,Other,Caltha leptosepala,3-7,2,1,
Marsh Marigold. Yellow marsh marigold,Other,Caltha palustris,4-8,2,2,
Carolina Allspice. Eastern sweetshrub. Strawberry Bush. Sweetshrub. Carolina Allspice,Fruit,Calycanthus floridus,3-7,3,2,2
Eastern Sweetshrub,Other,Calycanthus floridus glaucus,4-8,2,1,
Californian Allspice. Western sweetshrub,Other,Calycanthus occidentalis,4-8,3,1,2
Fairyslipper,Other,Calypso bulbosa,4-8,2,1,
Japanese false bindweed,Other,Calystegia hederacea,4-8,2,1,
Japanese Bindweed,Other,Calystegia pubescens,4-8,1,1,
Hedge Bindweed. Hedge false bindweed. Appalachia false bindweed. Bingham's false bindweed,Other,Calystegia sepium,3-7,2,1,1
Sea Bindweed. Seashore false bindweed,Other,Calystegia soldanella,3-7,1,1,
Cussick's camas,Other,Camassia cusickii,3-7,2,0,3
Wild Hyacinth. Large camas. Suksdorf's large camas,Other,Camassia leichtlinii,3-9,4,0,
Quamash. Small camas. Utah small camas. Walpole's small camas,Other,Camassia quamash,2-6,5,1,3
Atlantic Camas,Other,Camassia scilloides,3-6,3,0,
Gold Of Pleasure,Other,Camelina sativa,3-6,3,0,
Tea-Oil Plant. Tea Oil Camellia,Other,Camellia oleifera,2-9,2,2,
Cornish Bellflower,Other,Campanula alliariifolia,4-8,3,0,
Tussock Bellflower. Carpathian Bellflower. Carpathian Harebell,Other,Campanula carpatica,5-6,3,0,2
Fairies Thimbles,Other,Campanula cochleariifolia,5-9,4,0,
Adriatic Bellflower,Other,Campanula fenestrellata,4-8,4,0,
Adriatic Bellflower,Other,Campanula garganica,4-7,3,0,
Clustered Bellflower. Dane's blood. Clustered Bellflower,Other,Campanula glomerata,4-7,4,0,
Milky Bellflower,Other,Campanula lactiflora,5-8,3,0,
Mountain harebell,Other,Campanula lasiocarpa,6-9,2,0,
Large Campanula. Giant bellflower,Other,Campanula latifolia,6-9,3,1,
Canterbury Bells. Cup and Saucer. Canterbury Bells,Other,Campanula medium,6-9,2,0,
Parry's Bellflower. Idaho bellflower,Other,Campanula parryi,6-9,1,1,
Harebell. Peachleaf bellflower,Other,Campanula persicifolia,6-9,4,0,
Adria Bellflower,Other,Campanula portenschlagiana,6-10,3,0,3
Trailing Bellflower,Other,Campanula poscharskyana,6-10,4,0,
Chinese Rampion. Spotted bellflower,Other,Campanula punctata,6-10,4,0,
Creeping Bellflower. Rampion bellflower,Other,Campanula rapunculoides,6-10,3,1,0
Rampion,Other,Campanula rapunculus,6-9,4,0,
Harebell. Bluebell bellflower,Other,Campanula rotundifolia,6-9,1,1,
Korean Bellflower,Other,Campanula takesimana,6-9,4,0,
Trumpet Creeper,Other,Campsis grandiflora,6-9,0,2,
Trumpet Vine. Trumpet creeper,Other,Campsis radicans,6-10,0,1,1
Shepherd's Purse,Other,Capsella bursa-pastoris,6-10,3,2,3
Siberian Pea Tree. Siberian peashrub,Other,Caragana arborescens,6-9,5,1,4
Siberian peatree,Other,Caragana boisii,6-9,4,0,4
Long-Stalked Pea-shrub,Other,Caragana brevispina,6-9,4,1,3
Russian pea shrub,Other,Caragana frutex,6-9,0,0,2
Shag-Spine,Other,Caragana jubata,6-9,0,1,
Littleleaf Peashrub,Other,Caragana microphylla,6-9,0,0,3
Pygmy Peashrub,Other,Caragana pygmaea,6-9,1,0,2
Chinese Pea Shrub,Other,Caragana sinica,6-9,1,2,
Large Bittercress,Other,Cardamine amara,5-10,3,1,
Coral Root. Coralroot bittercress,Other,Cardamine bulbifera,3-10,2,0,
Bulbous Bittercress,Other,Cardamine bulbosa,4-8,2,0,
Wavy Bittercress.Woodland bittercress,Other,Cardamine flexuosa,2-11,2,0,
Hairy Bittercress,Other,Cardamine hirsuta,6-9,3,0,1
Narrowleaf bittercress,Other,Cardamine impatiens,6-9,2,1,0
Bittercress,Other,Cardamine pennsylvanica,6-9,2,1,
Cuckoo Flower,Other,Cardamine pratensis,6-9,3,2,2
American Water Cress. American bittercress,Other,Cardamine rotundifolia,6-9,2,0,
Hoary Cress. Whitetop,Other,Cardaria draba,6-9,2,1,0
Welted Thistle. Curly plumeless thistle,Other,Carduus crispus,6-9,1,1,1
Musk Thistle. Nodding plumeless thistle,Other,Carduus nutans,6-9,2,2,3
Water sedge. Sitka sedge,Other,Carex aquatilis,6-9,1,0,
Sand Sedge,Other,Carex arenaria,4-8,2,2,
Tworank sedge,Other,Carex disticha,3-7,1,0,
Bristleleaf sedge,Other,Carex eburnea,4-8,0,0,3
Tufted Sedge. Golden Variegated Sedge. Tufted Sedge,Other,Carex elata,6-9,2,0,
Japanese sedge,Other,Carex hachijoensis,3-7,0,0,3
Hammer sedge,Other,Carex hirta,6-9,1,1,
Japanese sedge,Other,Carex kobomugi,6-11,1,0,2
Iwashiba. Japanese Sedge,Other,Carex morrowii,5-9,0,0,4
Pennsylvania sedge,Other,Carex pensylvanica,5-9,0,0,3
Great Pond Sedge,Other,Carex riparia,4-8,1,0,
Wood sedge,Other,Carex sylvatica,6-9,0,0,3
Stemless Carline Thistle,Other,Carlina acaulis,6-10,2,2,
Carline Thistle,Other,Carlina vulgaris,5-9,1,1,
Hornbeam. European hornbeam. Common Hornbeam. European Hornbeam,Other,Carpinus betulus,6-9,0,2,
American Hornbeam. Blue Beech. Ironwood. American Hornbeam,Other,Carpinus caroliniana,6-9,1,1,
Distaff Thistle,Other,Carthamus lanatus,6-9,1,1,1
Caraway,Other,Carum carvi,4-8,4,3,3
Water Hickory,Other,Carya aquatica,3-7,1,0,
Black hickory,Other,Carya buckleyi,3-7,2,0,
Chinese Hickory,Other,Carya cathayensis,6-9,3,0,3
Bitternut. Bitternut hickory. Swamp Hickory,Nuts,Carya cordiformis,5-9,3,1,
Sweet Pignut. Pignut hickory. Broom Hickory. Pignut Hickory,Nuts,Carya glabra,4-8,3,0,
Coastal Pignut Hickory,Nuts,Carya glabra megacarpa,6-9,3,0,
Hybrid and neohybrid hickories,Other,Carya hybrids,6-10,4,3,3
Pecan,Nuts,Carya illinoinensis,6-8,4,1,2
Shellbark Hickory,Other,Carya laciniosa,5-9,3,1,3
Sweet Pignut,Nuts,Carya ovalis,5-9,3,0,
Shagbark Hickory,Other,Carya ovata,5-8,3,1,4
Sand Hickory,Other,Carya pallida,5-9,3,1,
Black Hickory,Other,Carya texana,5-9,2,0,
Mockernut.White Heart Hickory. Mockernut Hickory,Nuts,Carya tomentosa,5-9,3,1,
White Arctic Mountain Heather,Other,Cassiope tetragona,2-11,0,0,
Bush Chinkapin,Other,Castanea alnifolia,4-8,3,0,2
Japanese Chestnut,Nuts,Castanea crenata,5-8,3,0,
American Sweet Chestnut,Nuts,Castanea dentata,4-8,3,1,3
Chinese Chestnut,Nuts,Castanea mollissima,4-8,3,2,3
Ozark Chinkapin,Other,Castanea ozarkensis,4-8,3,0,
Chinquapin. Ozark chinkapin,Other,Castanea pumila,5-9,4,1,2
Chinquapin,Other,Castanea pumila ashei,5-9,4,1,2
Sweet Chestnut. European chestnut,Nuts,Castanea sativa,4-7,5,2,5
Chinese Chinquapin,Other,Castanea seguinii,5-8,3,0,
Chestnut Hybrids,Nuts,Castanea species,3-7,4,2,4
Chinknut,Nuts,Castanea x neglecta,3-7,3,0,3
Japanese Chinquapin,Other,Castanopsis cuspidata,3-7,2,0,
Water WhirlGrass,Other,Catabrosa aquatica,3-7,1,1,
Indian Bean Tree. Southern catalpa,Other,Catalpa bignonioides,3-7,0,2,
Chinese Catalpa,Other,Catalpa ovata,3-7,1,1,
Shawnee Wood. Northern catalpa. Early Flowering Catalpa. Hardy Catalpa. Western Catalpa. Indian Ciga,Other,Catalpa speciosa,3-7,0,0,
Papoose Root,Other,Caulophyllum robustum,3-7,2,2,
Papoose Root. Blue cohosh,Other,Caulophyllum thalictroides,3-7,1,3,
New Jersey Tea. Wild Snowball,Other,Ceanothus americanus,3-7,3,3,3
Buckbrush. Sedgeleaf buckbrush. Monterey ceanothus,Other,Ceanothus cuneatus,3-7,2,1,
Fendler's Ceanothus,Other,Ceanothus fendleri,3-7,2,1,
Deer Brush,Other,Ceanothus integerrimus,3-7,2,1,
Smaller Red-Root,Other,Ceanothus ovatus,3-7,2,1,
Squaw Carpet. Prostrate ceanothus,Other,Ceanothus prostratus,5-10,0,0,3
Oregon Tea Tree. Redstem ceanothus,Other,Ceanothus sanguineus,5-9,2,1,
Sticky Laurel. Snowbrush ceanothus. Hooker's ceanothus,Other,Ceanothus velutinus,6-9,2,2,
Atlas Deodar. Atlantic cedar,Other,Cedrus atlantica,4-8,0,2,3
Cedar Of Lebanon,Other,Cedrus libani,4-8,1,1,
Oriental Bittersweet,Other,Celastrus orbiculatus,4-8,1,2,1
Climbing Bittersweet. American bittersweet,Other,Celastrus scandens,4-8,2,2,
Nettle Tree. European hackberry,Fruit,Celtis australis,5-9,3,2,0
Bunge's hackberry,Fruit,Celtis bungeana,4-8,2,0,
Caucasian hackberry,Fruit,Celtis caucasica,3-11,2,0,
Sugarberry. Netleaf hackberry. Texan sugarberry. Sugar Hackberry,Fruit,Celtis laevigata,3-7,2,1,3
Hackberry. Common hackberry,Fruit,Celtis occidentalis,3-7,3,1,2
Paloblanco. Netleaf hackberry,Fruit,Celtis reticulata,6-9,2,1,
Small Hackberry. Dwarf hackberry,Fruit,Celtis tenuifolia,6-9,2,0,
Oriental hackberry,Fruit,Celtis tournefortii,6-9,2,0,
Iranian knapweed,Other,Centaurea depressa,3-7,2,0,
Iberian Star Thistle. Iberian knapweed,Other,Centaurea iberica,3-8,1,2,0
Brown Knapweed,Other,Centaurea jacea,3-7,1,1,0
Maltese Star Thistle,Other,Centaurea melitensis,5-9,0,1,0
Mountain Cornflower. Perennial cornflower. Mountain Bluet,Other,Centaurea montana,5-9,0,2,
Black Knapweed. Lesser knapweed,Other,Centaurea nigra,4-8,1,2,0
Greater Knapweed,Other,Centaurea scabiosa,4-9,0,2,
St. Barnaby's Thistle. Yellow star-thistle,Other,Centaurea solstitialis,4-8,1,1,0
Red Valerian. Fox's Brush. Jupiter's Beard,Other,Centranthus ruber,4-8,2,1,1
Butterfly Pea. Spurred butterfly pea,Other,Centrosema virginianum,3-7,0,0,
Button Bush. Common buttonbush. Button Willow. Honey Bells. Buttonbush,Other,Cephalanthus occidentalis,3-7,0,2,
Chinese Plum Yew,Other,Cephalotaxus fortunei,6-8,5,1,3
Japanese Plum Yew,Other,Cephalotaxus harringtonia,4-8,5,0,3
Japanese Plum Yew,Other,Cephalotaxus harringtonia drupacea,3-7,5,0,3
Korean Plum Yew,Other,Cephalotaxus harringtonia koreana,3-7,5,0,3
Japanese Plum Yew,Other,Cephalotaxus harringtonia nana,3-7,5,0,3
Chinese Plum Yew,Other,Cephalotaxus sinensis,5-9,4,1,3
Chickweed. Common mouse-ear chickweed. Big chickweed,Other,Cerastium fontanum,3-7,2,0,0
Blue leadwood. Blue Plumbago. Perennial Plumbago. Leadwort,Other,Ceratostigma plumbaginoides,4-8,0,0,
Chinese Plumbago. Chinese Leadwort,Other,Ceratostigma willmottianum,4-9,0,1,
Katsura Tree,Other,Cercidiphyllum japonicum,4-8,0,0,
Redbud. Eastern redbud. Mexican redbud.Texas redbud,Other,Cercis canadensis,6-9,3,2,2
Chinese Redbud,Other,Cercis chinensis,4-10,1,2,
Western Redbud. California Redbud,Other,Cercis occidentalis,6-10,3,0,3
Judas Tree. Redbud,Other,Cercis siliquastrum,2-7,4,0,4
Mountain Mahogany. Alderleaf mountain mahogany. Silver mountain mahogany. Island mountain mahogany.,Other,Cercocarpus montanus,2-9,0,1,3
Morning Brides. Douglas' dustymaiden. Alpine dustymaiden,Other,Chaenactis douglasii,4-9,0,2,
Chinese Quince,Other,Chaenomeles cathayensis,5-9,4,2,0
Dwarf Quince. Maule's quince. Japanese Flowering Quince,Other,Chaenomeles japonica,2-7,3,0,3
Japanese Quince. Flowering quince,Other,Chaenomeles speciosa,4-8,3,2,3
California Quince,Other,Chaenomeles x californica,3-7,3,1,2
Dwarf Quince. Flowering Quince,Other,Chaenomeles x superba,4-9,3,0,3
Turnip-Rooted Chervil,Other,Chaerophyllum bulbosum,3-7,3,0,
Golden Cassia. Partridge pea,Other,Chamaecrista fasciculata,5-9,0,0,1
Lawson Cypress. Port orford cedar. Oregon Cedar. Port Orford Cedar. Lawson's Cypress,Other,Chamaecyparis lawsoniana,4-8,0,1,
Nootka Cypress. Nootka Cypress. Yellow Cypress. Alaska Cedar,Other,Chamaecyparis nootkatensis,4-8,0,1,
Japanese cypress,Other,Chamaecyparis obtusa,4-8,0,0,3
Sawara cypress,Other,Chamaecyparis pisifera,4-8,0,0,3
White Cypress. Atlantic white cedar. Coast White Cedar. Southern White Cedar. White Cypress,Other,Chamaecyparis thyoides,4-8,0,1,
Leather Leaf,Other,Chamaedaphne calyculata,4-8,1,1,
Blazing Star - Unicorn Root - Devil's Bit. Fairywand,Other,Chamaelirium luteum,4-8,0,3,
Chamomile. Roman chamomile,Other,Chamaemelum nobile,5-9,2,5,4
Indian Woodoats. Wild Oats Grass. North American Wild Oats. Northern Sea Oats. Spanglegrass River Oa,Other,Chasmanthium latifolium,4-8,1,0,
Greater Celandine. Swallow Wort. Greater Celandine,Other,Chelidonium majus,6-9,1,3,
Balmony. White turtlehead,Other,Chelone glabra,5-9,0,3,
Good King Henry,Other,Chenopodium bonus-henricus,4-8,4,2,1
Strawberry Blite. Blite goosefoot,Fruit,Chenopodium capitatum,4-8,3,1,
Fig-Leaved Goosefoot,Other,Chenopodium ficifolium,4-8,2,0,
Leafy goosefoot,Other,Chenopodium foliosum,4-8,3,0,
Tree Spinach,Vegetables,Chenopodium giganteum,5-9,3,0,
Perennial quinoa,Other,Chenopodium spp.,4-8,5,3,2
